ORI9,TYPE,BJS_AGENCYNAME,CITY,STATENAME,STATECODE,POP2012,FTSWORN,FTCIV,PERS_PDSW_MFT,PERS_FTS_WHT,PAY_SAL_EXC_MIN,PAY_SAL_EXC_MAX,PAY_SAL_SGT_MIN,PAY_SAL_SGT_MAX,PAY_SAL_OFCR_MIN,PAY_SAL_OFCR_MAX,PAY_BARG,BDGT_TTL
IA0090000,2,BREMER COUNTY SHERIFFS DEPT                                                                         ,Waverly                                 ,Iowa                ,IA,24479,10,20,10,10,80176,80176,NA,NA,NA,NA,(1) Yes,2614237
IA0140100,1,CARROLL POLICE DEPT                                                                                 ,Carroll                                 ,Iowa                ,IA,10017,15,1,13,15,61650,77063,46282,54450,38781,48476,(1) Yes,1429023
IA0070100,1,CEDAR FALLS POLICE DEPT                                                                             ,Cedar Falls                             ,Iowa                ,IA,39993,42,2,36,40,1.00E+05,118000,60100,67000,43000,57900,(1) Yes,3750000
IA0570100,1,CEDAR RAPIDS POLICE DEPT                                                                            ,Cedar Rapids                            ,Iowa                ,IA,128119,202,62,171,194,102149,140442,62691,86133,48297,64563,(1) Yes,3.20E+07
IA0190000,2,CHICKASAW COUNTY SHERIFFS DEPT                                                                      ,New Hampton                             ,Iowa                ,IA,12276,8,7,8,8,63990,63990,54392,54392,51000,51000,(1) Yes,1300000
IA0990300,1,CLARION POLICE DEPT                                                                                 ,Clarion                                 ,Iowa                ,IA,2789,7,1,7,7,63421,63421,40106,40106,38769,38769,(2) No,280111
         ,1,CLARKSVILLE POLICE DEPT                                                                             ,Clarksville                             ,Iowa                ,IA,1434,2,0,2,2,41000,41000,NA,NA,33000,33000,(1) Yes,108000
IA0520100,1,CORALVILLE POLICE DEPT                                                                              ,Coralville                              ,Iowa                ,IA,19692,34,4,31,33,109000,109000,68997,71609,43032,43032,(1) Yes,4100000
IA0780100,1,COUNCIL BLUFFS POLICE DEPT                                                                          ,Council Bluffs                          ,Iowa                ,IA,62115,113,20,106,107,86858,110855,73453,75997,44810,65509,(1) Yes,15823934
IA0240000,2,CRAWFORD COUNTY SHERIFFS DEPT                                                                       ,Denison                                 ,Iowa                ,IA,17309,10,3,10,10,60000,60000,50000,50000,49500,49500,(1) Yes,1400000
IA0820200,1,DAVENPORT POLICE DEPT                                                                               ,Davenport                               ,Iowa                ,IA,101363,163,28,152,149,136000,136000,63327,77503,49796,70296,(1) Yes,24800000
IA0770300,1,DES MOINES POLICE DEPT                                                                              ,Des Moines                              ,Iowa                ,IA,206688,360,110,308,319,155106,155106,72509,76419,56732,68573,(1) Yes,55095869
IA0560100,1,FORT MADISON POLICE DEPT                                                                            ,Fort Madison                            ,Iowa                ,IA,11019,18,2,18,18,58000,65410,48483,57428,33425,43825,(1) Yes,2031800
IA0440000,2,HENRY COUNTY SHERIFFS OFFICE                                                                        ,Mount Pleasant                          ,Iowa                ,IA,20236,11,17,10,11,69000,69000,61000,61000,42000,42000,(1) Yes,2569326
IA0520200,1,IOWA CITY POLICE DEPT                                                                               ,Iowa City                               ,Iowa                ,IA,70133,75,8,69,69,89689,143478,60278,92060,42390,65208,(1) Yes,11181073
IADPS0000,3,Iowa Department of Public Safety                                                                    ,Des Moines                              ,Iowa                ,IA,3072972,615,295,578,601,84240,128890,50960,78894,38938,58469,(1) Yes,113066040
IA0770700,1,JOHNSTON POLICE DEPT                                                                                ,Johnston                                ,Iowa                ,IA,18728,25,1,24,25,NA,NA,NA,NA,NA,NA,(1) Yes,NA
IA0950200,1,LAKE MILLS POLICE DEPT                                                                              ,Lake Mills                              ,Iowa                ,IA,2062,5,0,5,5,57000,57000,53000,53000,46000,46000,(2) No,480000
IA0270200,1,LAMONI POLICE DEPT                                                                                  ,Lamoni                                  ,Iowa                ,IA,2336,4,0,4,3,44000,48000,38000,41000,28000,32500,(1) Yes,224000
IA0270100,1,LEON POLICE DEPT                                                                                    ,Leon                                    ,Iowa                ,IA,1914,3,0,3,3,41000,41000,35000,35000,32500,32500,(1) Yes,223694
IA0570000,2,LINN COUNTY SHERIFFS OFFICE                                                                         ,Cedar Rapids                            ,Iowa                ,IA,215295,118,66,109,117,121797,121797,57740,69264,46821,58698,(1) Yes,18037000
IA0600000,2,LYON COUNTY SHERIFFS DEPT                                                                           ,Rock Rapids                             ,Iowa                ,IA,11757,11,13,10,11,75000,75000,63000,63000,54000,54000,(1) Yes,2.00E+06
IA0170200,1,MASON CITY POLICE DEPT                                                                              ,Mason City                              ,Iowa                ,IA,27823,47,5,44,46,80683,93787,54517,63336,43701,55578,(1) Yes,4900000
IA0670000,2,MONONA COUNTY SHERIFFS DEPT                                                                         ,Onawa                                   ,Iowa                ,IA,9124,7,10,6,7,55700,55700,50250,50250,46505,46505,(1) Yes,1500000
IA0700100,1,MUSCATINE POLICE DEPT                                                                               ,Muscatine                               ,Iowa                ,IA,22988,42,3,38,41,76240,104448,51838,71018,38625,53123,(1) Yes,4178400
IA0440200,1,NEW LONDON POLICE DEPT                                                                              ,New London                              ,Iowa                ,IA,1885,3,0,3,3,50000,50000,48000,48000,39000,45000,(1) Yes,197000
IA0910200,1,NORWALK POLICE DEPT                                                                                 ,Norwalk                                 ,Iowa                ,IA,9411,13,1,13,13,84000,84000,58958,66731,46472,52616,(1) Yes,1282829
IA0330100,1,OELWEIN POLICE DEPT                                                                                 ,Oelwein                                 ,Iowa                ,IA,6363,14,5,14,14,82000,82000,52000,52000,41000,41000,(1) Yes,NA
         ,1,PARKERSBURG POLICE DEPT                                                                             ,Parkersburg                             ,Iowa                ,IA,1929,2,0,2,2,46000,46000,38000,38000,32000,32000,(1) Yes,175000
IA0770000,2,POLK COUNTY SHERIFFS OFFICE                                                                         ,Des Moines                              ,Iowa                ,IA,443710,128,299,110,122,140905,140905,60145,79144,43386,61760,(1) Yes,49049320
IA0780000,2,POTTAWATTAMIE COUNTY SHERIFFS DEPT                                                                  ,Council Bluffs                          ,Iowa                ,IA,92913,53,140,51,53,104227,104227,66955,66955,44221,58864,(1) Yes,5.00E+06
IA0840400,1,ROCK VALLEY POLICE DEPT                                                                             ,Rock Valley                             ,Iowa                ,IA,3478,5,0,5,5,57500,57500,50000,50000,36000,36000,(1) Yes,390000
